transaction_id,transaction_date,transaction_time,entity,transaction_type,transaction_user,type,serviceunit,amount,balance,reconciled,period,comment
1104[48].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.910157,job,acquired,zgqi,debit,cpu_hrs,24.0,99983363.0,yes,my2024,
1104[49].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.931516,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[49].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.931516,job,acquired,zgqi,debit,cpu_hrs,24.0,99983339.0,yes,my2024,
1104[50].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.952912,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[50].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.952912,job,acquired,zgqi,debit,cpu_hrs,24.0,99983315.0,yes,my2024,
1104[51].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.973839,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[51].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.973839,job,acquired,zgqi,debit,cpu_hrs,24.0,99983291.0,yes,my2024,
1104[52].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.994572,job,acquired,zgqi,debit,cpu_hrs,24.0,99983267.0,yes,my2024,
1104[52].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.994572,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[53].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.015656,job,acquired,zgqi,debit,cpu_hrs,24.0,99983243.0,yes,my2024,
1104[53].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.015656,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[54].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.036705,job,acquired,zgqi,debit,cpu_hrs,24.0,99983219.0,yes,my2024,
1104[54].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.036705,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[55].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.058248,job,acquired,zgqi,debit,cpu_hrs,24.0,99983195.0,yes,my2024,
1104[55].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.058248,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[56].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.079850,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
